Year,School_Id,Class,Drops_Male,Drops_Female
2012.0,2221094.0,6.0,2.0,2.0
2012.0,2221094.0,7.0,1.0,3.0
2012.0,2221094.0,8.0,9.0,6.0
2012.0,2221094.0,9.0,2.0,5.0
2012.0,2221094.0,10.0,3.0,0.0
2012.0,2221094.0,11.0,1.0,3.0
2012.0,2221109.0,1.0,0.0,1.0
2012.0,2221109.0,2.0,0.0,1.0
2012.0,2221109.0,7.0,1.0,0.0
2012.0,2221138.0,1.0,1.0,1.0
2012.0,2221138.0,3.0,0.0,1.0
2012.0,2221138.0,4.0,1.0,0.0
2012.0,2221138.0,5.0,2.0,1.0
2012.0,2221138.0,6.0,0.0,2.0
2012.0,2221138.0,7.0,0.0,1.0
2012.0,2221138.0,11.0,2.0,0.0
2012.0,2221148.0,1.0,1.0,0.0
2012.0,2221148.0,3.0,0.0,1.0
2012.0,2221148.0,5.0,1.0,0.0
2012.0,2221148.0,7.0,0.0,1.0
2012.0,2221157.0,9.0,0.0,1.0
2012.0,2222006.0,1.0,0.0,2.0
2012.0,2222006.0,2.0,1.0,0.0
2012.0,2222006.0,5.0,1.0,0.0
2012.0,2222007.0,8.0,1.0,0.0
2012.0,2222007.0,10.0,0.0,2.0
2012.0,2222009.0,9.0,2.0,1.0
2012.0,2222012.0,1.0,0.0,1.0
2012.0,2222012.0,3.0,1.0,0.0
2012.0,2222012.0,4.0,1.0,1.0
2012.0,2222012.0,8.0,1.0,0.0
2012.0,2222012.0,9.0,1.0,0.0
2012.0,2222012.0,11.0,0.0,1.0
2012.0,2222038.0,2.0,0.0,1.0
2012.0,2222038.0,4.0,1.0,1.0
2012.0,2222038.0,5.0,0.0,1.0
2012.0,2222038.0,6.0,1.0,1.0
2012.0,2222038.0,7.0,1.0,0.0
2012.0,2222127.0,1.0,0.0,1.0
2012.0,2222127.0,2.0,1.0,2.0
2012.0,2222127.0,3.0,1.0,0.0
2012.0,2222127.0,4.0,0.0,1.0
2012.0,2222127.0,7.0,2.0,0.0
2012.0,2222127.0,8.0,0.0,2.0
2012.0,2222127.0,9.0,2.0,3.0
2012.0,2222127.0,10.0,1.0,2.0
2012.0,2222127.0,11.0,1.0,1.0
2012.0,2222133.0,2.0,2.0,0.0
2012.0,2222133.0,3.0,1.0,3.0
2012.0,2222133.0,4.0,2.0,3.0
2012.0,2222133.0,5.0,1.0,2.0
2012.0,2222133.0,6.0,0.0,2.0
2012.0,2222133.0,7.0,1.0,1.0
2012.0,2222133.0,9.0,1.0,0.0
2012.0,2222133.0,10.0,1.0,0.0
2012.0,2223008.0,11.0,2.0,0.0
2012.0,2223055.0,1.0,1.0,0.0
2012.0,2223055.0,2.0,0.0,1.0
2012.0,2223055.0,3.0,0.0,4.0
2012.0,2223055.0,5.0,2.0,0.0
2012.0,2223055.0,6.0,0.0,2.0
2012.0,2223055.0,7.0,0.0,2.0
2012.0,2224020.0,1.0,1.0,2.0
2012.0,2224020.0,2.0,0.0,1.0
2012.0,2224020.0,4.0,1.0,2.0
2012.0,2224020.0,5.0,0.0,3.0
2012.0,2224020.0,6.0,0.0,1.0
2012.0,2224020.0,7.0,0.0,2.0
2012.0,2224022.0,5.0,0.0,1.0
2012.0,2224022.0,6.0,0.0,2.0
2012.0,2224022.0,7.0,1.0,1.0
2012.0,2224022.0,8.0,0.0,2.0
2012.0,2224022.0,10.0,0.0,1.0
2012.0,2224022.0,11.0,1.0,0.0
2012.0,2224041.0,1.0,1.0,0.0
2012.0,2224041.0,5.0,1.0,0.0
2012.0,2224041.0,6.0,1.0,0.0
2012.0,2224041.0,7.0,1.0,0.0
2012.0,2224047.0,4.0,1.0,0.0
2012.0,2224047.0,5.0,1.0,0.0
2012.0,2224047.0,10.0,1.0,0.0
2012.0,2224073.0,1.0,1.0,0.0
2012.0,2224073.0,3.0,2.0,2.0
2012.0,2224073.0,4.0,1.0,1.0
2012.0,2224073.0,5.0,1.0,0.0
2012.0,2224073.0,7.0,1.0,1.0
2012.0,2224073.0,9.0,1.0,1.0
2012.0,2224073.0,10.0,0.0,1.0
2012.0,2224104.0,3.0,0.0,1.0
2012.0,2224104.0,6.0,2.0,0.0
2012.0,2224104.0,7.0,1.0,0.0
2012.0,2224121.0,3.0,0.0,1.0
2012.0,2224121.0,6.0,1.0,0.0
2012.0,2224121.0,9.0,2.0,1.0
2012.0,2224121.0,11.0,1.0,0.0
2012.0,2224126.0,2.0,0.0,1.0
2012.0,2224126.0,3.0,0.0,1.0
2012.0,2224126.0,7.0,1.0,0.0
2012.0,2300012.0,2.0,1.0,0.0
2012.0,2300012.0,4.0,1.0,0.0
2012.0,2300067.0,4.0,1.0,0.0
2012.0,2300067.0,6.0,0.0,1.0
2012.0,2300067.0,7.0,0.0,1.0
2012.0,2300067.0,8.0,5.0,4.0
2012.0,2300099.0,9.0,0.0,1.0
2012.0,2300099.0,11.0,1.0,1.0
2012.0,2300105.0,5.0,0.0,2.0
2012.0,2300105.0,6.0,0.0,3.0
2012.0,2300105.0,9.0,1.0,0.0
2012.0,2300105.0,11.0,0.0,1.0
2012.0,2300109.0,5.0,0.0,1.0
2012.0,2300109.0,6.0,1.0,2.0
2012.0,2300123.0,1.0,3.0,1.0
2012.0,2300123.0,2.0,3.0,2.0
2012.0,2300123.0,3.0,3.0,1.0
2012.0,2300123.0,4.0,3.0,2.0
2012.0,2300123.0,5.0,3.0,3.0
2012.0,2300123.0,6.0,3.0,3.0
2012.0,2300123.0,7.0,5.0,2.0
2012.0,2300123.0,8.0,5.0,2.0
2012.0,2300131.0,8.0,1.0,0.0
2012.0,2300131.0,10.0,3.0,12.0
2012.0,2300131.0,11.0,1.0,10.0
2012.0,2300163.0,9.0,0.0,1.0
2012.0,2300163.0,10.0,1.0,0.0
2012.0,2300170.0,1.0,1.0,0.0
2012.0,2300170.0,5.0,0.0,1.0
2012.0,2300170.0,8.0,1.0,0.0
2012.0,2300170.0,9.0,2.0,0.0
2012.0,2300170.0,10.0,0.0,1.0
2012.0,2300188.0,5.0,0.0,1.0
2012.0,2300188.0,6.0,2.0,3.0
2012.0,2300188.0,7.0,2.0,7.0
2012.0,2300188.0,8.0,7.0,3.0
2012.0,2300188.0,9.0,0.0,2.0
2012.0,2300188.0,10.0,0.0,1.0
2012.0,2300195.0,1.0,1.0,1.0
2012.0,2300195.0,2.0,0.0,1.0
2012.0,2300195.0,3.0,1.0,0.0
2012.0,2300195.0,5.0,0.0,3.0
2012.0,2300195.0,6.0,1.0,0.0
2012.0,2300195.0,8.0,4.0,1.0
2012.0,2300195.0,9.0,1.0,0.0
2012.0,2300195.0,11.0,1.0,0.0
2012.0,2300214.0,1.0,1.0,0.0
2012.0,2300214.0,2.0,1.0,0.0
2012.0,2300214.0,3.0,0.0,1.0
2012.0,2300214.0,4.0,1.0,0.0
2012.0,2300214.0,6.0,2.0,0.0
2012.0,2301045.0,1.0,1.0,0.0
2012.0,2301045.0,3.0,0.0,1.0
2012.0,2301045.0,4.0,1.0,1.0
2012.0,2301045.0,5.0,1.0,0.0
2012.0,2301881.0,6.0,1.0,0.0
2012.0,2302142.0,3.0,1.0,0.0
2012.0,2302142.0,4.0,0.0,1.0
2012.0,2302142.0,5.0,0.0,1.0
2012.0,2302142.0,7.0,3.0,1.0
2012.0,2302142.0,8.0,0.0,2.0
2012.0,2303106.0,5.0,1.0,2.0
2012.0,2303106.0,6.0,1.0,0.0
2012.0,2303106.0,7.0,1.0,1.0
2012.0,2303106.0,9.0,1.0,0.0
2012.0,2303106.0,10.0,1.0,1.0
2012.0,2303106.0,11.0,1.0,0.0
2012.0,2303456.0,6.0,2.0,0.0
2012.0,2303456.0,7.0,4.0,1.0
2012.0,2303456.0,8.0,4.0,1.0
2012.0,2303825.0,5.0,11.0,5.0
2012.0,2303825.0,6.0,7.0,9.0
2012.0,2303825.0,7.0,8.0,13.0
2012.0,2303825.0,8.0,12.0,15.0
2012.0,2303825.0,9.0,4.0,5.0
2012.0,2304051.0,4.0,2.0,2.0
2012.0,2304101.0,5.0,1.0,0.0
2012.0,2304101.0,6.0,0.0,1.0
2012.0,2304101.0,7.0,0.0,1.0
2012.0,2304101.0,8.0,2.0,3.0
2012.0,2304610.0,10.0,1.0,0.0
2012.0,2304763.0,1.0,1.0,0.0
2012.0,2304763.0,5.0,3.0,0.0
2012.0,2304763.0,6.0,4.0,0.0
2012.0,2304763.0,7.0,3.0,1.0
2012.0,2304763.0,8.0,0.0,1.0
2012.0,2304770.0,9.0,0.0,1.0
2012.0,2304770.0,11.0,2.0,1.0
2012.0,2306213.0,5.0,1.0,0.0
2012.0,2306213.0,8.0,0.0,1.0
2012.0,2306331.0,3.0,1.0,0.0
2012.0,2306331.0,7.0,1.0,0.0
2012.0,2306331.0,8.0,2.0,1.0
2012.0,2306331.0,10.0,4.0,2.0
2012.0,2306331.0,11.0,1.0,0.0
2012.0,2306477.0,4.0,0.0,1.0
2012.0,2306517.0,1.0,1.0,0.0
2012.0,2306517.0,5.0,2.0,1.0
2012.0,2306517.0,6.0,2.0,0.0
2012.0,2306517.0,7.0,1.0,0.0
2012.0,2306517.0,8.0,0.0,2.0
2012.0,2306517.0,11.0,0.0,1.0
2012.0,2307255.0,8.0,1.0,0.0
2012.0,2307277.0,1.0,2.0,1.0
2012.0,2307277.0,7.0,0.0,2.0
2012.0,2307576.0,1.0,1.0,0.0
2012.0,2307576.0,4.0,0.0,1.0
2012.0,2307612.0,1.0,1.0,0.0
2012.0,2307612.0,2.0,0.0,1.0
2012.0,2308290.0,3.0,0.0,1.0
2012.0,2308290.0,6.0,2.0,1.0
2012.0,2308290.0,7.0,2.0,0.0
2012.0,2308290.0,8.0,1.0,1.0
2012.0,2308415.0,6.0,0.0,2.0
2012.0,2308415.0,8.0,1.0,3.0
2012.0,2308753.0,4.0,2.0,1.0
2012.0,2308753.0,5.0,0.0,4.0
2012.0,2308753.0,6.0,3.0,2.0
2012.0,2308753.0,7.0,4.0,0.0
2012.0,2308753.0,8.0,1.0,1.0
2012.0,2308760.0,4.0,0.0,1.0
2012.0,2308760.0,5.0,1.0,0.0
2012.0,2308760.0,6.0,1.0,0.0
2012.0,2308778.0,7.0,1.0,0.0
2012.0,2308778.0,8.0,0.0,1.0
2012.0,2308785.0,5.0,0.0,1.0
2012.0,2308792.0,3.0,0.0,1.0
2012.0,2308792.0,4.0,0.0,1.0
2012.0,2308792.0,5.0,0.0,3.0
2012.0,2308792.0,6.0,1.0,1.0
2012.0,2308792.0,7.0,0.0,1.0
2012.0,2308792.0,8.0,3.0,2.0
2012.0,2308810.0,1.0,0.0,1.0
2012.0,2308810.0,2.0,2.0,0.0
2012.0,2308810.0,4.0,1.0,1.0
2012.0,2308810.0,5.0,2.0,1.0
2012.0,2308810.0,6.0,5.0,8.0
2012.0,2308810.0,7.0,5.0,3.0
2012.0,2308810.0,8.0,6.0,2.0
2012.0,2308828.0,7.0,1.0,1.0
2012.0,2308828.0,8.0,1.0,0.0
2012.0,2308850.0,1.0,1.0,0.0
2012.0,2308867.0,5.0,1.0,2.0
2012.0,2308867.0,6.0,0.0,1.0
2012.0,2308867.0,7.0,0.0,1.0
2012.0,2308899.0,1.0,1.0,1.0
2012.0,2308917.0,7.0,0.0,2.0
2012.0,2308917.0,8.0,1.0,0.0
2012.0,2308924.0,4.0,1.0,0.0
2012.0,2308924.0,5.0,1.0,1.0
2012.0,2308924.0,7.0,0.0,3.0
2012.0,2308924.0,8.0,0.0,2.0
2012.0,2308970.0,2.0,0.0,1.0
2012.0,2308970.0,5.0,0.0,2.0
2012.0,2308970.0,9.0,0.0,1.0
2012.0,2308988.0,5.0,1.0,0.0
2012.0,2308988.0,6.0,1.0,2.0
2012.0,2308988.0,7.0,1.0,1.0
2012.0,2308988.0,8.0,4.0,3.0
2012.0,2309015.0,8.0,0.0,2.0
2012.0,2309022.0,8.0,0.0,1.0
2012.0,2309054.0,8.0,0.0,1.0
2012.0,2309080.0,3.0,1.0,0.0
2012.0,2309080.0,4.0,3.0,1.0
2012.0,2309080.0,5.0,3.0,1.0
2012.0,2309080.0,6.0,1.0,3.0
2012.0,2309080.0,8.0,0.0,2.0
2012.0,2309200.0,5.0,0.0,1.0
2012.0,2309200.0,7.0,0.0,1.0
2012.0,2309225.0,1.0,1.0,0.0
2012.0,2309225.0,4.0,1.0,0.0
2012.0,2309225.0,5.0,1.0,1.0
2012.0,2309225.0,6.0,1.0,0.0
2012.0,2309225.0,9.0,0.0,1.0
2012.0,2309225.0,11.0,0.0,1.0
2012.0,2309264.0,7.0,1.0,1.0
2012.0,2309264.0,8.0,1.0,1.0
2012.0,2309314.0,6.0,2.0,0.0
2012.0,2309314.0,7.0,3.0,0.0
2012.0,2309314.0,8.0,1.0,0.0
2012.0,2309321.0,7.0,1.0,1.0
2012.0,2309321.0,8.0,1.0,1.0
2012.0,2309339.0,7.0,0.0,3.0
2012.0,2309339.0,8.0,0.0,3.0
2012.0,2309385.0,6.0,0.0,1.0
2012.0,2309385.0,7.0,0.0,3.0
2012.0,2309385.0,8.0,2.0,3.0
2012.0,2309410.0,4.0,0.0,1.0
2012.0,2309410.0,5.0,0.0,1.0
2012.0,2309410.0,8.0,1.0,0.0
2012.0,2309454.0,3.0,0.0,1.0
2012.0,2309454.0,4.0,0.0,1.0
2012.0,2309454.0,5.0,1.0,1.0
2012.0,2309454.0,6.0,0.0,1.0
2012.0,2309454.0,7.0,2.0,3.0
2012.0,2309454.0,8.0,3.0,4.0
2012.0,2309499.0,3.0,0.0,1.0
2012.0,2309499.0,6.0,0.0,1.0
2012.0,2309499.0,8.0,1.0,1.0
2012.0,2309531.0,8.0,0.0,1.0
2012.0,2309606.0,7.0,0.0,2.0
2012.0,2309606.0,8.0,0.0,2.0
2012.0,2309638.0,2.0,0.0,1.0
2012.0,2309638.0,5.0,0.0,1.0
2012.0,2309638.0,7.0,0.0,1.0
2012.0,2309638.0,8.0,0.0,1.0
2012.0,2309684.0,1.0,3.0,0.0
2012.0,2309684.0,5.0,1.0,0.0
2012.0,2309684.0,6.0,1.0,0.0
2012.0,2309684.0,7.0,1.0,0.0
2012.0,2309684.0,8.0,1.0,0.0
2012.0,2309691.0,2.0,0.0,1.0
2012.0,2309691.0,3.0,1.0,0.0
2012.0,2309691.0,8.0,0.0,1.0
2012.0,2309766.0,3.0,0.0,1.0
2012.0,2309766.0,6.0,0.0,1.0
2012.0,2309766.0,8.0,1.0,1.0
2012.0,2309862.0,2.0,1.0,0.0
2012.0,2309862.0,3.0,2.0,1.0
2012.0,2309862.0,4.0,0.0,1.0
2012.0,2309862.0,6.0,0.0,2.0
2012.0,2309875.0,1.0,0.0,1.0
2012.0,2309875.0,3.0,0.0,1.0
2012.0,2309875.0,5.0,0.0,1.0
2012.0,2309875.0,6.0,0.0,1.0
2012.0,2309875.0,7.0,1.0,1.0
2012.0,2309875.0,8.0,1.0,1.0
2012.0,2309887.0,5.0,0.0,1.0
2012.0,2309887.0,7.0,0.0,1.0
2012.0,2309887.0,8.0,3.0,1.0
2012.0,2309912.0,1.0,0.0,1.0
2012.0,2309912.0,2.0,0.0,1.0
2012.0,2309912.0,3.0,0.0,1.0
2012.0,2309912.0,4.0,0.0,1.0
2012.0,2309928.0,5.0,1.0,0.0
2012.0,2309928.0,8.0,4.0,0.0
2012.0,2309944.0,5.0,1.0,0.0
2012.0,2309944.0,7.0,1.0,0.0
2012.0,2309990.0,5.0,1.0,0.0
2012.0,2309990.0,7.0,1.0,0.0
2012.0,2400014.0,1.0,0.0,1.0
2012.0,2400014.0,4.0,0.0,1.0
2012.0,2400014.0,5.0,1.0,1.0
2012.0,2400014.0,7.0,0.0,1.0
2012.0,2400014.0,9.0,0.0,1.0
2012.0,2400102.0,6.0,2.0,0.0
2012.0,2400102.0,7.0,2.0,0.0
2012.0,2400102.0,9.0,0.0,1.0
2012.0,2400103.0,9.0,0.0,1.0
2012.0,2400104.0,1.0,1.0,1.0
2012.0,2400104.0,7.0,0.0,2.0
2012.0,2400105.0,1.0,3.0,0.0
2012.0,2400105.0,2.0,2.0,3.0
2012.0,2400105.0,3.0,4.0,4.0
2012.0,2400105.0,4.0,0.0,5.0
2012.0,2400105.0,5.0,5.0,9.0
2012.0,2400105.0,6.0,4.0,7.0
2012.0,2400105.0,7.0,4.0,4.0
2012.0,2400105.0,8.0,6.0,6.0
2012.0,2400105.0,9.0,4.0,5.0
2012.0,2400105.0,10.0,2.0,1.0
2012.0,2400105.0,11.0,0.0,1.0
2012.0,2400106.0,2.0,1.0,0.0
2012.0,2400106.0,4.0,0.0,1.0
2012.0,2400106.0,6.0,1.0,0.0
2012.0,2400106.0,7.0,1.0,0.0
2012.0,2400106.0,8.0,1.0,0.0
2012.0,2400107.0,5.0,1.0,1.0
2012.0,2400107.0,6.0,0.0,2.0
2012.0,2400107.0,7.0,2.0,1.0
2012.0,2400107.0,9.0,1.0,2.0
2012.0,2400107.0,10.0,1.0,0.0
2012.0,2400108.0,6.0,1.0,0.0
2012.0,2400108.0,7.0,1.0,0.0
2012.0,2400108.0,8.0,1.0,0.0
2012.0,2400108.0,9.0,2.0,0.0
2012.0,2400108.0,11.0,1.0,0.0
2012.0,2400109.0,1.0,0.0,1.0
2012.0,2400109.0,2.0,1.0,1.0
2012.0,2400109.0,4.0,1.0,1.0
2012.0,2400109.0,7.0,0.0,1.0
2012.0,2400110.0,9.0,12.0,8.0
2012.0,2400110.0,10.0,6.0,3.0
2012.0,2400110.0,11.0,13.0,4.0
2012.0,2400122.0,2.0,0.0,1.0
2012.0,2400122.0,4.0,1.0,0.0
2012.0,2400122.0,5.0,0.0,1.0
2012.0,2400122.0,6.0,1.0,3.0
2012.0,2400122.0,8.0,0.0,1.0
2012.0,2400123.0,1.0,0.0,2.0
2012.0,2400123.0,2.0,1.0,1.0
2012.0,2400123.0,6.0,1.0,1.0
2012.0,2400123.0,7.0,0.0,1.0
2012.0,2400124.0,4.0,2.0,1.0
2012.0,2400124.0,5.0,1.0,0.0
2012.0,2400124.0,8.0,1.0,0.0
2012.0,2400125.0,3.0,1.0,0.0
2012.0,2400125.0,6.0,0.0,1.0
2012.0,2400125.0,7.0,0.0,2.0
2012.0,2400126.0,3.0,0.0,1.0
2012.0,2400126.0,4.0,1.0,0.0
2012.0,2400126.0,5.0,1.0,0.0
2012.0,2400126.0,6.0,1.0,0.0
2012.0,2400128.0,2.0,1.0,0.0
2012.0,2400128.0,4.0,1.0,0.0
2012.0,2400128.0,5.0,0.0,1.0
2012.0,2400128.0,7.0,0.0,4.0
2012.0,2400128.0,8.0,0.0,1.0
2012.0,2400129.0,1.0,2.0,1.0
2012.0,2400129.0,5.0,1.0,0.0
2012.0,2400129.0,6.0,0.0,1.0
2012.0,2400130.0,1.0,1.0,0.0
2012.0,2400130.0,3.0,0.0,1.0
2012.0,2400130.0,5.0,0.0,1.0
2012.0,2400130.0,6.0,1.0,0.0
2012.0,2400131.0,1.0,3.0,0.0
2012.0,2400131.0,2.0,1.0,1.0
2012.0,2400131.0,3.0,2.0,0.0
2012.0,2400131.0,5.0,4.0,3.0
2012.0,2400131.0,6.0,5.0,3.0
2012.0,2400131.0,7.0,2.0,2.0
2012.0,2400131.0,8.0,4.0,3.0
2012.0,2400132.0,4.0,2.0,0.0
2012.0,2400132.0,5.0,0.0,2.0
2012.0,2400132.0,6.0,0.0,2.0
2012.0,2400132.0,8.0,0.0,1.0
2012.0,2400133.0,1.0,5.0,1.0
2012.0,2400133.0,2.0,2.0,2.0
2012.0,2400133.0,3.0,2.0,1.0
2012.0,2400133.0,4.0,3.0,3.0
2012.0,2400133.0,5.0,11.0,9.0
2012.0,2400133.0,6.0,7.0,7.0
2012.0,2400133.0,7.0,9.0,10.0
2012.0,2400133.0,8.0,25.0,20.0
2012.0,2400134.0,4.0,0.0,1.0
2012.0,2400134.0,6.0,1.0,0.0
2012.0,2400138.0,3.0,0.0,1.0
2012.0,2400138.0,6.0,0.0,2.0
2012.0,2400138.0,7.0,1.0,2.0
2012.0,2400138.0,8.0,0.0,3.0
2012.0,2400139.0,5.0,0.0,1.0
2012.0,2400139.0,6.0,3.0,1.0
2012.0,2400139.0,7.0,0.0,1.0
2012.0,2400139.0,8.0,3.0,1.0
2012.0,2400140.0,1.0,1.0,1.0
2012.0,2400140.0,5.0,0.0,2.0
2012.0,2400140.0,7.0,0.0,3.0
2012.0,2400140.0,8.0,1.0,4.0
2012.0,2400141.0,2.0,1.0,0.0
2012.0,2400141.0,5.0,0.0,2.0
2012.0,2400141.0,6.0,1.0,0.0
2012.0,2400141.0,7.0,2.0,2.0
2012.0,2400141.0,8.0,3.0,2.0
2012.0,2400143.0,1.0,0.0,1.0
2012.0,2400143.0,3.0,0.0,1.0
2012.0,2400143.0,5.0,0.0,1.0
2012.0,2400143.0,7.0,2.0,1.0
2012.0,2400143.0,8.0,2.0,4.0
2012.0,2400144.0,7.0,0.0,1.0
2012.0,2400144.0,8.0,3.0,9.0
2012.0,2400145.0,1.0,0.0,1.0
2012.0,2400145.0,2.0,1.0,2.0
2012.0,2400145.0,3.0,0.0,2.0
2012.0,2400145.0,5.0,1.0,2.0
2012.0,2400145.0,6.0,1.0,1.0
2012.0,2400145.0,7.0,3.0,2.0
2012.0,2400145.0,8.0,5.0,2.0
2012.0,2400146.0,2.0,0.0,1.0
2012.0,2400146.0,4.0,1.0,1.0
2012.0,2400261.0,9.0,3.0,3.0
2012.0,2400261.0,10.0,3.0,3.0
2012.0,2400261.0,11.0,1.0,2.0
2012.0,2400262.0,8.0,0.0,1.0
2012.0,2400262.0,11.0,1.0,0.0
2012.0,2400263.0,9.0,3.0,7.0
2012.0,2400263.0,10.0,0.0,1.0
2012.0,2400263.0,11.0,0.0,1.0
2012.0,2400264.0,1.0,1.0,0.0
2012.0,2400264.0,3.0,1.0,0.0
2012.0,2400264.0,4.0,0.0,1.0
2012.0,2400264.0,5.0,1.0,1.0
2012.0,2400264.0,6.0,1.0,0.0
2012.0,2400264.0,8.0,0.0,2.0
2012.0,2400264.0,9.0,0.0,1.0
2012.0,2400264.0,11.0,0.0,1.0
2012.0,2400271.0,5.0,1.0,1.0
2012.0,2400271.0,6.0,0.0,1.0
2012.0,2400272.0,6.0,1.0,2.0
2012.0,2400273.0,1.0,1.0,0.0
2012.0,2400273.0,2.0,1.0,0.0
2012.0,2400273.0,6.0,1.0,0.0
2012.0,2400273.0,8.0,1.0,0.0
2012.0,2400274.0,2.0,1.0,0.0
2012.0,2400274.0,3.0,0.0,4.0
2012.0,2400274.0,4.0,0.0,1.0
2012.0,2400274.0,7.0,0.0,1.0
2012.0,2400275.0,3.0,1.0,0.0
2012.0,2400275.0,4.0,0.0,1.0
2012.0,2400275.0,6.0,1.0,0.0
2012.0,2400275.0,7.0,1.0,0.0
2012.0,2400276.0,1.0,1.0,0.0
2012.0,2400276.0,2.0,1.0,0.0
2012.0,2400276.0,5.0,1.0,0.0
2012.0,2400277.0,3.0,0.0,1.0
2012.0,2400277.0,4.0,1.0,1.0
2012.0,2400277.0,6.0,0.0,2.0
2012.0,2400277.0,7.0,6.0,5.0
2012.0,2400277.0,8.0,1.0,3.0
2012.0,2400278.0,2.0,0.0,1.0
2012.0,2400278.0,5.0,2.0,0.0
2012.0,2400278.0,6.0,1.0,2.0
2012.0,2400278.0,7.0,1.0,1.0
2012.0,2400278.0,8.0,1.0,1.0
2012.0,2400279.0,1.0,0.0,1.0
2012.0,2400279.0,6.0,0.0,1.0
2012.0,2400279.0,8.0,4.0,1.0
2012.0,2400280.0,6.0,1.0,0.0
2012.0,2400281.0,2.0,0.0,1.0
2012.0,2400281.0,3.0,1.0,0.0
2012.0,2400281.0,4.0,0.0,1.0
2012.0,2400281.0,5.0,4.0,1.0
2012.0,2400281.0,6.0,1.0,0.0
2012.0,2400281.0,7.0,1.0,1.0
2012.0,2400281.0,8.0,4.0,0.0
2012.0,2400282.0,1.0,1.0,0.0
2012.0,2400282.0,3.0,1.0,0.0
2012.0,2400282.0,4.0,1.0,0.0
2012.0,2400282.0,6.0,3.0,0.0
2012.0,2400282.0,7.0,0.0,1.0
2012.0,2400283.0,1.0,1.0,0.0
2012.0,2400283.0,6.0,0.0,1.0
2012.0,2400283.0,7.0,3.0,2.0
2012.0,2400283.0,8.0,5.0,2.0
2012.0,2400284.0,7.0,1.0,0.0
2012.0,2400286.0,4.0,1.0,0.0
2012.0,2400286.0,5.0,2.0,1.0
2012.0,2400286.0,6.0,4.0,1.0
2012.0,2400286.0,7.0,1.0,1.0
2012.0,2400286.0,8.0,4.0,5.0
2012.0,2400287.0,8.0,1.0,2.0
2012.0,2400288.0,3.0,1.0,0.0
2012.0,2400288.0,4.0,1.0,0.0
2012.0,2400288.0,7.0,1.0,0.0
2012.0,2400288.0,8.0,1.0,2.0
2012.0,2400289.0,5.0,0.0,1.0
2012.0,2400289.0,6.0,1.0,1.0
2012.0,2400289.0,7.0,1.0,1.0
2012.0,2400837.0,1.0,0.0,1.0
2012.0,2400837.0,3.0,1.0,0.0
2012.0,2400837.0,6.0,1.0,1.0
2012.0,2400837.0,8.0,2.0,0.0
2012.0,2401052.0,1.0,0.0,1.0
2012.0,2401052.0,7.0,1.0,0.0
2012.0,2401052.0,8.0,0.0,2.0
2012.0,2401052.0,9.0,3.0,1.0
2012.0,2401052.0,10.0,0.0,1.0
2012.0,2401052.0,11.0,2.0,2.0
2012.0,2401054.0,7.0,2.0,4.0
2012.0,2401054.0,8.0,2.0,6.0
2012.0,2401055.0,4.0,0.0,1.0
2012.0,2401055.0,7.0,0.0,3.0
2012.0,2401058.0,3.0,1.0,1.0
2012.0,2401058.0,5.0,5.0,0.0
2012.0,2401058.0,6.0,1.0,0.0
2012.0,2401058.0,7.0,1.0,0.0
2012.0,2401058.0,8.0,5.0,0.0
2012.0,2401060.0,4.0,1.0,0.0
2012.0,2401060.0,8.0,4.0,4.0
2012.0,2401061.0,2.0,0.0,1.0
2012.0,2401061.0,5.0,2.0,1.0
2012.0,2401061.0,7.0,2.0,1.0
2012.0,2401061.0,8.0,3.0,1.0
2012.0,2401178.0,2.0,0.0,1.0
2012.0,2401178.0,3.0,1.0,0.0
2012.0,2401178.0,4.0,1.0,0.0
2012.0,2401178.0,6.0,0.0,1.0
2012.0,2401178.0,7.0,0.0,1.0
2012.0,2401178.0,8.0,0.0,1.0
2012.0,2401178.0,9.0,1.0,1.0
2012.0,2401178.0,10.0,1.0,0.0
2012.0,2401181.0,1.0,1.0,0.0
2012.0,2401181.0,6.0,0.0,1.0
2012.0,2401181.0,8.0,0.0,1.0
2012.0,2401182.0,1.0,0.0,1.0
2012.0,2401182.0,2.0,0.0,1.0
2012.0,2401182.0,5.0,2.0,0.0
2012.0,2401182.0,6.0,2.0,1.0
2012.0,2401182.0,7.0,0.0,3.0
2012.0,2401182.0,8.0,9.0,8.0
2012.0,2401184.0,2.0,2.0,0.0
2012.0,2401184.0,4.0,2.0,0.0
2012.0,2401184.0,5.0,1.0,0.0
2012.0,2401184.0,6.0,2.0,0.0
2012.0,2401184.0,7.0,1.0,2.0
2012.0,2401184.0,8.0,2.0,2.0
2012.0,2401185.0,2.0,0.0,1.0
2012.0,2401185.0,3.0,0.0,1.0
2012.0,2401185.0,5.0,0.0,2.0
2012.0,2401185.0,6.0,0.0,2.0
2012.0,2401185.0,7.0,0.0,1.0
2012.0,2401185.0,8.0,0.0,1.0
2012.0,2401186.0,5.0,3.0,0.0
2012.0,2401186.0,6.0,0.0,4.0
2012.0,2401186.0,7.0,0.0,1.0
2012.0,2401186.0,8.0,0.0,4.0
2012.0,2401189.0,1.0,0.0,1.0
2012.0,2401189.0,4.0,1.0,0.0
2012.0,2403098.0,3.0,0.0,1.0
2012.0,2403098.0,4.0,0.0,1.0
