Year,School_Id,Class,Drops_Male,Drops_Female
2014.0,103511.0,1.0,0.0,1.0
2014.0,103511.0,4.0,0.0,1.0
2014.0,104001.0,9.0,1.0,1.0
2014.0,104001.0,10.0,1.0,1.0
2014.0,104001.0,11.0,0.0,2.0
2014.0,104002.0,2.0,1.0,0.0
2014.0,104002.0,5.0,2.0,1.0
2014.0,104002.0,6.0,1.0,2.0
2014.0,104002.0,7.0,0.0,1.0
2014.0,104002.0,10.0,0.0,1.0
2014.0,104002.0,11.0,1.0,2.0
2014.0,104003.0,4.0,0.0,1.0
2014.0,104003.0,8.0,2.0,0.0
2014.0,104003.0,10.0,1.0,0.0
2014.0,104003.0,11.0,1.0,0.0
2014.0,104004.0,7.0,0.0,1.0
2014.0,104004.0,8.0,1.0,0.0
2014.0,104004.0,9.0,1.0,1.0
2014.0,104004.0,11.0,0.0,2.0
2014.0,104005.0,2.0,1.0,0.0
2014.0,104005.0,6.0,0.0,1.0
2014.0,104005.0,8.0,1.0,0.0
2014.0,104006.0,1.0,1.0,0.0
2014.0,104006.0,3.0,1.0,0.0
2014.0,104006.0,8.0,0.0,1.0
2014.0,104007.0,1.0,2.0,0.0
2014.0,104007.0,2.0,1.0,0.0
2014.0,104007.0,3.0,0.0,2.0
2014.0,104007.0,5.0,0.0,2.0
2014.0,104007.0,6.0,0.0,1.0
2014.0,104007.0,8.0,4.0,0.0
2014.0,104008.0,1.0,0.0,1.0
2014.0,104008.0,2.0,1.0,1.0
2014.0,104008.0,6.0,1.0,0.0
2014.0,104008.0,8.0,4.0,3.0
2014.0,104017.0,3.0,2.0,1.0
2014.0,104017.0,5.0,1.0,1.0
2014.0,104017.0,6.0,1.0,1.0
2014.0,104020.0,2.0,1.0,0.0
2014.0,104020.0,3.0,1.0,0.0
2014.0,104020.0,6.0,0.0,1.0
2014.0,104020.0,8.0,5.0,0.0
2014.0,104024.0,8.0,1.0,1.0
2014.0,104025.0,3.0,1.0,0.0
2014.0,104025.0,5.0,1.0,1.0
2014.0,104025.0,7.0,1.0,1.0
2014.0,104025.0,8.0,0.0,3.0
2014.0,104104.0,1.0,1.0,0.0
2014.0,104104.0,3.0,2.0,0.0
2014.0,104104.0,4.0,0.0,1.0
2014.0,104104.0,5.0,2.0,1.0
2014.0,104104.0,6.0,0.0,2.0
2014.0,104106.0,1.0,0.0,3.0
2014.0,104106.0,2.0,0.0,1.0
2014.0,104106.0,3.0,0.0,1.0
2014.0,104106.0,4.0,0.0,2.0
2014.0,104106.0,5.0,0.0,1.0
2014.0,104106.0,6.0,2.0,0.0
2014.0,104106.0,7.0,2.0,1.0
2014.0,104106.0,8.0,0.0,1.0
2014.0,104107.0,2.0,0.0,1.0
2014.0,104107.0,6.0,2.0,1.0
2014.0,104107.0,7.0,0.0,1.0
2014.0,104107.0,8.0,0.0,2.0
2014.0,104111.0,2.0,1.0,0.0
2014.0,104111.0,3.0,1.0,0.0
2014.0,104111.0,5.0,2.0,0.0
2014.0,104111.0,7.0,1.0,0.0
2014.0,104111.0,8.0,0.0,2.0
2014.0,104113.0,6.0,1.0,0.0
2014.0,104113.0,8.0,2.0,1.0
2014.0,104116.0,6.0,1.0,0.0
2014.0,105001.0,6.0,1.0,0.0
2014.0,105001.0,7.0,3.0,1.0
2014.0,105001.0,8.0,1.0,0.0
2014.0,105001.0,9.0,0.0,1.0
2014.0,105001.0,11.0,0.0,1.0
2014.0,105002.0,9.0,2.0,5.0
2014.0,105002.0,11.0,1.0,0.0
2014.0,105003.0,8.0,1.0,0.0
2014.0,105005.0,1.0,1.0,0.0
2014.0,105005.0,2.0,1.0,0.0
2014.0,105005.0,3.0,1.0,0.0
2014.0,105005.0,4.0,1.0,0.0
2014.0,105005.0,8.0,1.0,4.0
2014.0,105101.0,1.0,1.0,0.0
2014.0,105101.0,6.0,1.0,0.0
2014.0,105101.0,7.0,1.0,1.0
2014.0,105101.0,9.0,0.0,3.0
2014.0,105101.0,11.0,0.0,1.0
2014.0,105201.0,3.0,0.0,1.0
2014.0,105201.0,5.0,1.0,1.0
2014.0,105201.0,6.0,1.0,1.0
2014.0,105201.0,7.0,0.0,1.0
2014.0,105201.0,8.0,1.0,2.0
2014.0,105202.0,1.0,0.0,1.0
2014.0,105204.0,1.0,1.0,1.0
2014.0,105204.0,3.0,0.0,1.0
2014.0,107020.0,7.0,2.0,0.0
2014.0,107020.0,8.0,2.0,0.0
2014.0,107090.0,1.0,1.0,0.0
2014.0,107090.0,5.0,1.0,1.0
2014.0,107090.0,7.0,1.0,0.0
2014.0,107090.0,8.0,3.0,1.0
2014.0,107090.0,11.0,1.0,0.0
2014.0,107094.0,1.0,0.0,1.0
2014.0,107094.0,7.0,0.0,1.0
2014.0,108001.0,3.0,0.0,1.0
2014.0,108001.0,5.0,1.0,0.0
2014.0,108001.0,8.0,1.0,0.0
2014.0,108001.0,9.0,1.0,0.0
2014.0,108001.0,10.0,1.0,1.0
2014.0,108004.0,1.0,1.0,0.0
2014.0,108004.0,6.0,1.0,0.0
2014.0,108004.0,8.0,0.0,1.0
2014.0,108004.0,9.0,0.0,1.0
2014.0,108004.0,10.0,2.0,0.0
2014.0,108021.0,9.0,5.0,2.0
2014.0,108021.0,10.0,3.0,0.0
2014.0,108021.0,11.0,4.0,0.0
2014.0,108100.0,2.0,1.0,0.0
2014.0,108100.0,3.0,0.0,1.0
2014.0,108100.0,6.0,1.0,1.0
2014.0,108100.0,7.0,0.0,2.0
2014.0,109030.0,3.0,0.0,1.0
2014.0,109030.0,6.0,0.0,1.0
2014.0,109030.0,7.0,1.0,0.0
2014.0,109030.0,11.0,0.0,1.0
2014.0,109037.0,8.0,0.0,1.0
2014.0,109037.0,10.0,4.0,0.0
2014.0,109037.0,11.0,0.0,1.0
2014.0,109038.0,1.0,1.0,0.0
2014.0,109038.0,2.0,1.0,0.0
2014.0,109050.0,3.0,0.0,1.0
2014.0,109050.0,6.0,0.0,1.0
2014.0,109050.0,9.0,2.0,0.0
2014.0,109050.0,11.0,0.0,1.0
2014.0,109054.0,1.0,1.0,0.0
2014.0,109055.0,2.0,1.0,1.0
2014.0,109055.0,3.0,0.0,1.0
2014.0,109055.0,4.0,0.0,1.0
2014.0,109055.0,7.0,1.0,0.0
2014.0,109055.0,8.0,1.0,1.0
2014.0,109055.0,9.0,3.0,1.0
2014.0,109055.0,10.0,1.0,1.0
2014.0,109055.0,11.0,0.0,1.0
2014.0,109057.0,1.0,0.0,1.0
2014.0,109057.0,2.0,0.0,1.0
2014.0,109102.0,3.0,1.0,0.0
2014.0,109102.0,5.0,0.0,2.0
2014.0,109102.0,6.0,0.0,1.0
2014.0,109102.0,8.0,4.0,4.0
2014.0,109102.0,9.0,4.0,1.0
2014.0,109102.0,10.0,1.0,1.0
2014.0,109102.0,11.0,1.0,0.0
2014.0,109185.0,7.0,0.0,1.0
2014.0,200104.0,1.0,1.0,4.0
2014.0,200104.0,2.0,6.0,2.0
2014.0,200104.0,3.0,2.0,0.0
2014.0,200104.0,4.0,2.0,9.0
2014.0,200104.0,5.0,2.0,2.0
2014.0,200104.0,6.0,3.0,2.0
2014.0,200104.0,7.0,2.0,4.0
2014.0,200104.0,8.0,2.0,5.0
2014.0,200105.0,8.0,0.0,1.0
2014.0,200107.0,4.0,1.0,0.0
2014.0,200107.0,8.0,3.0,2.0
2014.0,200109.0,1.0,2.0,1.0
2014.0,200109.0,2.0,1.0,0.0
2014.0,200109.0,4.0,1.0,0.0
2014.0,200109.0,6.0,0.0,1.0
2014.0,200109.0,7.0,1.0,1.0
2014.0,200109.0,8.0,2.0,3.0
2014.0,200110.0,2.0,1.0,0.0
2014.0,200110.0,6.0,0.0,1.0
2014.0,200110.0,8.0,1.0,1.0
2014.0,200112.0,1.0,3.0,2.0
2014.0,200112.0,2.0,1.0,1.0
2014.0,200112.0,3.0,1.0,1.0
2014.0,200112.0,5.0,1.0,1.0
2014.0,200112.0,6.0,2.0,1.0
2014.0,200112.0,7.0,2.0,1.0
2014.0,200112.0,8.0,4.0,3.0
2014.0,200112.0,9.0,2.0,0.0
2014.0,200112.0,10.0,1.0,0.0
2014.0,200113.0,1.0,1.0,1.0
2014.0,200113.0,2.0,1.0,0.0
2014.0,200113.0,3.0,2.0,2.0
2014.0,200113.0,5.0,1.0,1.0
2014.0,200113.0,8.0,2.0,1.0
2014.0,200113.0,9.0,4.0,3.0
2014.0,200113.0,10.0,0.0,1.0
2014.0,200201.0,1.0,2.0,4.0
2014.0,200201.0,2.0,1.0,1.0
2014.0,200201.0,3.0,1.0,0.0
2014.0,200201.0,4.0,0.0,2.0
2014.0,200204.0,1.0,5.0,7.0
2014.0,200204.0,2.0,1.0,3.0
2014.0,200204.0,3.0,1.0,0.0
2014.0,200204.0,4.0,2.0,2.0
2014.0,200205.0,1.0,2.0,2.0
2014.0,200205.0,2.0,1.0,0.0
2014.0,200205.0,3.0,0.0,1.0
2014.0,200205.0,4.0,2.0,0.0
2014.0,200206.0,4.0,2.0,2.0
2014.0,200206.0,7.0,1.0,2.0
2014.0,200207.0,1.0,1.0,1.0
2014.0,200207.0,4.0,1.0,0.0
2014.0,200207.0,6.0,1.0,0.0
2014.0,200207.0,7.0,0.0,1.0
2014.0,200208.0,1.0,0.0,1.0
2014.0,200208.0,2.0,2.0,1.0
2014.0,200208.0,3.0,0.0,1.0
2014.0,200208.0,4.0,1.0,1.0
2014.0,200208.0,5.0,3.0,3.0
2014.0,200208.0,6.0,3.0,2.0
2014.0,200208.0,7.0,2.0,5.0
2014.0,200208.0,8.0,1.0,2.0
2014.0,200209.0,1.0,1.0,1.0
2014.0,200209.0,2.0,1.0,1.0
2014.0,200209.0,3.0,1.0,1.0
2014.0,200209.0,4.0,1.0,1.0
2014.0,200209.0,5.0,1.0,0.0
2014.0,200209.0,6.0,1.0,0.0
2014.0,200209.0,7.0,2.0,2.0
2014.0,200210.0,1.0,1.0,1.0
2014.0,200210.0,2.0,0.0,3.0
2014.0,200210.0,3.0,1.0,0.0
2014.0,200210.0,4.0,1.0,0.0
2014.0,200210.0,5.0,2.0,1.0
2014.0,200210.0,6.0,1.0,1.0
2014.0,200210.0,7.0,0.0,1.0
2014.0,200211.0,1.0,2.0,2.0
2014.0,200211.0,2.0,0.0,1.0
2014.0,200211.0,3.0,0.0,1.0
2014.0,200211.0,4.0,0.0,1.0
2014.0,200211.0,6.0,0.0,1.0
2014.0,200212.0,1.0,3.0,1.0
2014.0,200212.0,2.0,0.0,1.0
2014.0,200212.0,3.0,0.0,1.0
2014.0,200212.0,4.0,2.0,0.0
2014.0,200212.0,7.0,1.0,0.0
2014.0,200213.0,6.0,0.0,1.0
2014.0,200213.0,7.0,0.0,1.0
2014.0,200214.0,1.0,0.0,1.0
2014.0,200214.0,2.0,0.0,1.0
2014.0,200214.0,3.0,1.0,2.0
2014.0,200214.0,4.0,1.0,2.0
2014.0,200214.0,5.0,1.0,0.0
2014.0,200214.0,6.0,3.0,1.0
2014.0,200214.0,7.0,1.0,1.0
2014.0,200215.0,1.0,2.0,0.0
2014.0,200215.0,3.0,2.0,0.0
2014.0,200215.0,5.0,2.0,0.0
2014.0,200215.0,7.0,1.0,1.0
2014.0,200215.0,8.0,2.0,0.0
2014.0,200216.0,1.0,2.0,1.0
2014.0,200216.0,2.0,0.0,1.0
2014.0,200216.0,4.0,0.0,1.0
2014.0,200216.0,5.0,4.0,2.0
2014.0,200216.0,6.0,2.0,2.0
2014.0,200216.0,7.0,4.0,2.0
2014.0,200216.0,8.0,24.0,16.0
2014.0,200217.0,1.0,1.0,0.0
2014.0,200217.0,4.0,1.0,0.0
2014.0,200217.0,7.0,0.0,1.0
2014.0,200218.0,1.0,7.0,3.0
2014.0,200218.0,2.0,2.0,2.0
2014.0,200218.0,3.0,3.0,2.0
2014.0,200218.0,4.0,3.0,3.0
2014.0,200218.0,5.0,2.0,1.0
2014.0,200218.0,6.0,2.0,4.0
2014.0,200218.0,7.0,3.0,3.0
2014.0,200218.0,8.0,13.0,12.0
2014.0,200219.0,1.0,0.0,1.0
2014.0,200219.0,2.0,0.0,2.0
2014.0,200219.0,3.0,1.0,1.0
2014.0,200219.0,4.0,1.0,0.0
2014.0,200219.0,6.0,1.0,3.0
2014.0,200220.0,1.0,1.0,1.0
2014.0,200220.0,3.0,0.0,1.0
2014.0,200220.0,4.0,1.0,0.0
2014.0,200220.0,6.0,1.0,1.0
2014.0,200221.0,2.0,0.0,3.0
2014.0,200221.0,5.0,1.0,1.0
2014.0,200221.0,6.0,1.0,0.0
2014.0,200221.0,7.0,1.0,1.0
2014.0,200221.0,8.0,6.0,4.0
2014.0,200221.0,9.0,4.0,3.0
2014.0,200221.0,11.0,1.0,4.0
2014.0,200222.0,3.0,1.0,1.0
2014.0,200222.0,7.0,2.0,1.0
2014.0,200224.0,2.0,0.0,1.0
2014.0,200224.0,5.0,0.0,1.0
2014.0,200224.0,7.0,0.0,1.0
2014.0,200225.0,2.0,1.0,1.0
2014.0,200225.0,4.0,1.0,0.0
2014.0,200225.0,6.0,0.0,1.0
2014.0,200225.0,7.0,1.0,0.0
2014.0,200225.0,8.0,2.0,3.0
2014.0,200226.0,1.0,0.0,1.0
2014.0,200226.0,2.0,0.0,1.0
2014.0,200226.0,3.0,1.0,0.0
2014.0,200226.0,4.0,4.0,0.0
2014.0,200226.0,5.0,4.0,1.0
2014.0,200226.0,6.0,2.0,3.0
2014.0,200226.0,7.0,1.0,1.0
2014.0,200226.0,8.0,2.0,9.0
2014.0,200227.0,2.0,1.0,0.0
2014.0,200227.0,3.0,1.0,0.0
2014.0,200227.0,6.0,1.0,1.0
2014.0,200227.0,7.0,2.0,2.0
2014.0,200227.0,8.0,2.0,2.0
2014.0,200227.0,9.0,6.0,0.0
2014.0,200228.0,6.0,1.0,0.0
2014.0,200229.0,1.0,1.0,0.0
2014.0,200229.0,8.0,0.0,1.0
2014.0,200229.0,9.0,1.0,2.0
2014.0,200230.0,1.0,0.0,1.0
2014.0,200230.0,5.0,0.0,1.0
2014.0,200230.0,7.0,1.0,0.0
2014.0,200230.0,8.0,1.0,1.0
2014.0,200230.0,9.0,1.0,2.0
2014.0,200231.0,1.0,1.0,0.0
2014.0,200231.0,5.0,0.0,1.0
2014.0,200231.0,7.0,1.0,0.0
2014.0,200231.0,8.0,2.0,0.0
2014.0,200231.0,9.0,2.0,0.0
2014.0,200231.0,11.0,1.0,2.0
2014.0,200232.0,1.0,0.0,1.0
2014.0,200232.0,2.0,1.0,1.0
2014.0,200232.0,3.0,1.0,0.0
2014.0,200232.0,4.0,2.0,2.0
2014.0,200232.0,5.0,1.0,0.0
2014.0,200232.0,6.0,2.0,4.0
2014.0,200232.0,7.0,1.0,1.0
2014.0,200232.0,8.0,3.0,1.0
2014.0,200232.0,9.0,0.0,2.0
2014.0,200232.0,10.0,0.0,3.0
2014.0,200232.0,11.0,0.0,1.0
2014.0,200233.0,1.0,3.0,0.0
2014.0,200233.0,2.0,3.0,1.0
2014.0,200233.0,3.0,1.0,2.0
2014.0,200233.0,4.0,5.0,0.0
2014.0,200233.0,5.0,3.0,2.0
2014.0,200233.0,6.0,7.0,1.0
2014.0,200233.0,7.0,7.0,1.0
2014.0,200233.0,8.0,6.0,1.0
2014.0,200233.0,9.0,3.0,4.0
2014.0,200233.0,10.0,0.0,2.0
2014.0,200233.0,11.0,3.0,2.0
2014.0,200234.0,1.0,1.0,0.0
2014.0,200234.0,2.0,2.0,1.0
2014.0,200234.0,3.0,1.0,0.0
2014.0,200234.0,4.0,1.0,1.0
2014.0,200234.0,5.0,0.0,1.0
2014.0,200234.0,7.0,0.0,2.0
2014.0,200234.0,8.0,1.0,0.0
2014.0,200234.0,9.0,1.0,1.0
2014.0,200234.0,11.0,0.0,3.0
2014.0,200235.0,8.0,1.0,1.0
2014.0,200235.0,9.0,1.0,3.0
2014.0,200235.0,10.0,2.0,2.0
2014.0,200236.0,8.0,2.0,2.0
2014.0,200236.0,9.0,1.0,1.0
2014.0,200236.0,10.0,1.0,0.0
2014.0,200236.0,11.0,1.0,3.0
2014.0,200237.0,8.0,2.0,0.0
2014.0,200237.0,9.0,0.0,1.0
2014.0,200237.0,10.0,0.0,1.0
2014.0,200238.0,8.0,0.0,1.0
2014.0,200238.0,9.0,0.0,3.0
2014.0,200238.0,10.0,3.0,4.0
2014.0,200238.0,11.0,1.0,0.0
2014.0,200239.0,5.0,1.0,0.0
2014.0,200239.0,6.0,1.0,0.0
2014.0,200239.0,7.0,1.0,0.0
2014.0,200239.0,8.0,0.0,2.0
2014.0,200239.0,9.0,1.0,1.0
2014.0,200239.0,11.0,0.0,1.0
2014.0,200255.0,8.0,3.0,0.0
2014.0,200255.0,9.0,9.0,5.0
2014.0,200255.0,10.0,4.0,2.0
2014.0,200255.0,11.0,0.0,1.0
2014.0,200301.0,1.0,1.0,4.0
2014.0,200301.0,2.0,2.0,0.0
2014.0,200301.0,4.0,2.0,2.0
2014.0,200304.0,1.0,0.0,2.0
2014.0,200304.0,5.0,0.0,2.0
2014.0,200304.0,7.0,1.0,0.0
2014.0,200304.0,8.0,0.0,6.0
2014.0,200306.0,2.0,2.0,0.0
2014.0,200306.0,4.0,0.0,2.0
2014.0,200306.0,5.0,2.0,0.0
2014.0,200306.0,7.0,1.0,3.0
2014.0,200306.0,8.0,5.0,3.0
2014.0,200308.0,1.0,6.0,3.0
2014.0,200308.0,2.0,4.0,2.0
2014.0,200308.0,3.0,2.0,4.0
2014.0,200308.0,4.0,1.0,5.0
2014.0,200308.0,5.0,3.0,4.0
2014.0,200308.0,6.0,5.0,4.0
2014.0,200308.0,7.0,6.0,3.0
2014.0,200308.0,8.0,10.0,3.0
2014.0,200308.0,9.0,6.0,2.0
2014.0,200308.0,10.0,3.0,4.0
2014.0,200308.0,11.0,1.0,0.0
2014.0,200404.0,1.0,2.0,0.0
2014.0,200404.0,7.0,0.0,2.0
2014.0,200404.0,8.0,1.0,2.0
2014.0,200405.0,1.0,2.0,0.0
2014.0,200405.0,4.0,0.0,1.0
2014.0,200405.0,5.0,1.0,0.0
2014.0,200405.0,6.0,1.0,0.0
2014.0,200405.0,7.0,5.0,3.0
2014.0,200405.0,8.0,2.0,7.0
2014.0,200406.0,1.0,0.0,1.0
2014.0,200406.0,3.0,4.0,0.0
2014.0,200406.0,4.0,0.0,2.0
2014.0,200406.0,5.0,2.0,7.0
2014.0,200406.0,6.0,1.0,3.0
2014.0,200406.0,7.0,1.0,4.0
2014.0,200406.0,8.0,11.0,5.0
2014.0,200408.0,4.0,1.0,0.0
2014.0,200408.0,5.0,1.0,0.0
2014.0,200408.0,6.0,2.0,0.0
2014.0,200408.0,7.0,1.0,1.0
2014.0,200408.0,8.0,19.0,5.0
2014.0,200410.0,4.0,1.0,1.0
2014.0,200411.0,1.0,2.0,1.0
2014.0,200411.0,3.0,1.0,1.0
2014.0,200411.0,4.0,4.0,1.0
2014.0,200411.0,5.0,2.0,1.0
2014.0,200411.0,6.0,2.0,0.0
2014.0,200411.0,7.0,2.0,1.0
2014.0,200411.0,8.0,5.0,3.0
2014.0,200411.0,9.0,0.0,1.0
2014.0,200411.0,10.0,0.0,2.0
2014.0,200411.0,11.0,1.0,0.0
2014.0,200412.0,2.0,0.0,1.0
2014.0,200412.0,3.0,0.0,1.0
2014.0,200412.0,4.0,0.0,1.0
2014.0,200412.0,5.0,2.0,0.0
2014.0,200412.0,6.0,2.0,2.0
2014.0,200412.0,7.0,1.0,1.0
2014.0,200412.0,8.0,4.0,10.0
2014.0,200412.0,9.0,3.0,5.0
2014.0,200412.0,10.0,0.0,6.0
2014.0,200412.0,11.0,1.0,0.0
2014.0,200503.0,3.0,1.0,0.0
2014.0,200503.0,4.0,1.0,0.0
2014.0,200503.0,5.0,3.0,1.0
2014.0,200503.0,6.0,1.0,0.0
2014.0,200503.0,7.0,1.0,2.0
2014.0,200503.0,8.0,2.0,5.0
2014.0,200503.0,9.0,1.0,3.0
2014.0,200503.0,10.0,4.0,1.0
2014.0,200503.0,11.0,0.0,2.0
2014.0,200601.0,3.0,1.0,0.0
2014.0,200601.0,4.0,1.0,0.0
2014.0,200601.0,6.0,1.0,0.0
2014.0,200601.0,8.0,2.0,1.0
2014.0,200602.0,8.0,1.0,0.0
2014.0,200603.0,5.0,0.0,1.0
2014.0,200603.0,6.0,0.0,1.0
2014.0,200603.0,7.0,2.0,0.0
2014.0,200603.0,8.0,2.0,0.0
2014.0,200604.0,6.0,1.0,1.0
2014.0,200604.0,7.0,3.0,1.0
2014.0,200604.0,8.0,2.0,2.0
2014.0,200606.0,4.0,1.0,1.0
2014.0,200606.0,8.0,0.0,1.0
2014.0,200607.0,4.0,1.0,0.0
2014.0,200607.0,7.0,0.0,1.0
2014.0,200608.0,1.0,1.0,2.0
2014.0,200608.0,2.0,0.0,1.0
2014.0,200608.0,3.0,1.0,2.0
2014.0,200608.0,4.0,0.0,1.0
2014.0,200608.0,5.0,1.0,0.0
2014.0,200608.0,6.0,2.0,3.0
2014.0,200608.0,8.0,2.0,1.0
2014.0,200608.0,9.0,0.0,1.0
2014.0,200608.0,10.0,1.0,1.0
2014.0,200608.0,11.0,4.0,2.0
2014.0,200702.0,1.0,0.0,1.0
2014.0,200702.0,2.0,2.0,1.0
2014.0,200702.0,5.0,1.0,0.0
2014.0,200702.0,6.0,1.0,3.0
